business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,neighborhoods,sf_find_neighborhoods,current_police_districts,current_supervisor_districts,analysis_neighborhoods
85936,Laurel Court,950 Mason St,San Francisco,CA,94108,None,None,None,14155775000.0,85936_20170925,2017-09-25,100.0,Routine - Unscheduled,Unknown,Unknown,Not Specified,,,,,
5827,Hillcrest Elementary School,810 SILVER Ave,San Francisco,CA,94134,37.729016,-122.419253,POINT (-122.419253 37.729016),14155464722.0,5827_20170224,2017-02-24,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,92.0,92.0,2.0,2.0,7.0
94910,Ike'S Kitchen,800 Van Ness Ave,San Francisco,CA,94109,None,None,None,Unknown,94910_20180530,2018-05-30,87.0,New Ownership - Followup,Unknown,Unknown,Not Specified,,,,,
64667,Jasmine Rae Bakery,1890 Bryant St #309,San Francisco,CA,94110,37.763156,-122.410351,POINT (-122.410351 37.763156),Unknown,64667_20170814,2017-08-14,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,53.0,53.0,3.0,2.0,20.0
97722,The Churro Factory,PIER 39  K-01,San Francisco,CA,94133,None,None,None,Unknown,97722_20181217,2018-12-17,96.0,Routine - Unscheduled,97722_20181217_103154,Unclean or degraded floors walls or ceilings,Low Risk,,,,,
87203,The Morris,2501 Mariposa St,San Francisco,CA,94110,None,None,None,14150710693.0,87203_20171106,2017-11-06,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
1710,Emporio Rulli Il Caffe At Union Square,225 Stockton St,San Francisco,CA,94108,37.787936,-122.406712,POINT (-122.406712 37.787936),Unknown,1710_20180423,2018-04-23,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,19.0,19.0,6.0,3.0,8.0
92928,Cafe Reveille,201 Steiner St,San Francisco,CA,94117,None,None,None,Unknown,92928_20180118,2018-01-18,87.0,New Construction,Unknown,Unknown,Not Specified,,,,,
90840,Steep Creamery & Tea,"270 Brannan St., Suite 100",San Francisco,CA,94107,None,None,None,Unknown,90840_20171017,2017-10-17,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
272,On The Bridge,1581 Webster St #206,San Francisco,CA,94115,37.785227,-122.431472,POINT (-122.431472 37.785227),14155927765.0,272_20180611,2018-06-11,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,101.0,101.0,4.0,11.0,15.0
92530,Taqueria Zorro,308 Columbus Ave,San Francisco,CA,94133,None,None,None,14155399677.0,92530_20190823,2019-08-23,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
100879,Lorenzo'S Of New York Pizza,2109 POLK ST,San Francisco,CA,94109,None,None,None,14150980339.0,100879_20190611,2019-06-11,87.0,New Ownership,Unknown,Unknown,Not Specified,,,,,
95023,Sakesan,1400 Ocean Ave,San Francisco,CA,94112,None,None,None,Unknown,95023_20180510,2018-05-10,92.0,Routine - Unscheduled,95023_20180510_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,,,,,
93362,Cafe Valencia,1252 Valencia St.,San Francisco,CA,94110,None,None,None,Unknown,93362_20190426,2019-04-26,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
3072,"Hotel Utah Saloon, The",500 04th St,San Francisco,CA,94107,37.779522,-122.398104,POINT (-122.398104 37.779522),Unknown,3072_20180309,2018-03-09,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,32.0,32.0,1.0,10.0,34.0
94977,94977 Portables 2 Carvery/Bbq,24 Willie Mays Pl Promenade Lvl Sect 112,San Francisco,CA,94107,None,None,None,Unknown,94977_20180911,2018-09-11,96.0,Routine - Unscheduled,94977_20180911_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,
101175,The Up & Up,1268 GRANT AVE,San Francisco,CA,94133,None,None,None,14155379736.0,101175_20190703,2019-07-03,87.0,New Ownership - Followup,Unknown,Unknown,Not Specified,,,,,
3838,Cafe Picaro,3120 16th St,San Francisco,CA,94103,37.764908,-122.422442,POINT (-122.422442 37.764908),14155434089.0,3838_20180320,2018-03-20,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,37.0,37.0,3.0,5.0,20.0
61056,Town School For Boys,2750 JACKSON St,San Francisco,CA,94115,37.791777,-122.440355,POINT (-122.440355 37.791777),Unknown,61056_20161026,2016-10-26,87.0,Complaint,Unknown,Unknown,Not Specified,102.0,102.0,4.0,6.0,30.0
94943,94943 Hearth Table,24 Willie Mays Pl Lower Cent Fd Rm 1144,San Francisco,CA,94107,None,None,None,Unknown,94943_20190412,2019-04-12,100.0,Routine - Unscheduled,Unknown,Unknown,Not Specified,,,,,
85955,India Clay Oven Restaurant And Bar,2436 Clement St,San Francisco,CA,94121,None,None,None,14155750505.0,85955_20180806,2018-08-06,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
70452,Kennedy Market & Deli,4600 03rd St,San Francisco,CA,94124,37.736301,-122.390293,POINT (-122.390293 37.736301),14155285560.0,70452_20170119,2017-01-19,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,86.0,86.0,2.0,9.0,1.0
60473,Dong Baek Korean Restaurant,631 O'Farrell St,San Francisco,CA,94109,37.785503,-122.415157,POINT (-122.415157 37.785503),Unknown,60473_20190924,2019-09-24,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,20.0,20.0,5.0,10.0,36.0
96578,Goood Fortune Llc.,700 GRANT AVE,San Francisco,CA,94108,None,None,None,14155307071.0,96578_20180817,2018-08-17,78.0,Routine - Unscheduled,96578_20180817_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,,,,,
67371,Roxie Market & Deli,500 KIRKHAM St,San Francisco,CA,94122,37.760318,-122.466321,POINT (-122.466321 37.760318),Unknown,67371_20190723,2019-07-23,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,109.0,109.0,10.0,8.0,14.0
76513,Archive Bar & Kitchen,602 Mission St,San Francisco,CA,94105,None,None,None,Unknown,76513_20190110,2019-01-10,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
87889,K-Elements Bbq,2140 Clement St.,San Francisco,CA,94121,None,None,None,14155781629.0,87889_20161031,2016-10-31,87.0,New Ownership,Unknown,Unknown,Not Specified,,,,,
39824,Rn74,301 Mission St,San Francisco,CA,94105,37.790958,-122.396042,POINT (-122.396042 37.790958),Unknown,39824_20171108,2017-11-08,90.0,Routine - Unscheduled,Unknown,Unknown,Not Specified,32.0,32.0,1.0,10.0,8.0
89133,The Epicurian Trader,1909 A Union St,San Francisco,CA,94123,None,None,None,Unknown,89133_20170307,2017-03-07,87.0,New Ownership,Unknown,Unknown,Not Specified,,,,,
68352,Vogue Theatre,3290 Sacramento St,San Francisco,CA,94115,37.788248,-122.446674,POINT (-122.446674 37.788248),Unknown,68352_20161228,2016-12-28,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,10.0,10.0,8.0,6.0,31.0
71380,Curry Up Now,659 Valencia St,San Francisco,CA,94110,37.762265,-122.421586,POINT (-122.421586 37.762265),14155827000.0,71380_20190110,2019-01-10,87.0,Complaint,Unknown,Unknown,Not Specified,53.0,53.0,3.0,2.0,20.0
95114,Pearl,6101 California St,San Francisco,CA,94121,None,None,None,Unknown,95114_20180521,2018-05-21,87.0,New Ownership,Unknown,Unknown,Not Specified,,,,,
89710,Manila Bowl,1355 Market St Unit #10,San Francisco,CA,94103,None,None,None,Unknown,89710_20170111,2017-01-11,87.0,New Construction,Unknown,Unknown,Not Specified,,,,,
94928,"Purple Kow, Kams",3620 Balboa St,San Francisco,CA,94121,None,None,None,Unknown,94928_20190822,2019-08-22,90.0,Routine - Unscheduled,94928_20190822_103150,Improper or defective plumbing,Low Risk,,,,,
81302,Fumi Curry,3303 Mission St,San Francisco,CA,94110,None,None,None,14155601611.0,81302_20190430,2019-04-30,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
88760,Coin-Op Game Room,508 04th St,San Francisco,CA,94107,None,None,None,Unknown,88760_20190418,2019-04-18,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
69527,Dinosaurs,2522 Ocean Ave.,San Francisco,CA,94132,None,None,None,14155676430.0,69527_20170307,2017-03-07,87.0,Complaint,Unknown,Unknown,Not Specified,,,,,
84590,Chaat Corner,320 3rd St,San Francisco,CA,94107,None,None,None,Unknown,84590_20181015,2018-10-15,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
85601,Fogo De Chao,201 03rd St Suite 100,San Francisco,CA,94103,None,None,None,14157254523.0,85601_20190426,2019-04-26,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
101678,Rice Paper Scissors,2723 OAKDALE AVE,San Francisco,CA,94124,None,None,None,14158203389.0,101678_20190823,2019-08-23,87.0,New Ownership,Unknown,Unknown,Not Specified,,,,,
2326,Irma'S Pampanga Restaurant,2901 16th St,San Francisco,CA,94103,37.765123,-122.417919,POINT (-122.417919 37.765123),14155626688.0,2326_20180507,2018-05-07,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,53.0,53.0,3.0,2.0,20.0
59651,Mcgarden Bakery,5131 Mission St,San Francisco,CA,94112,37.716691,-122.440719,POINT (-122.440719 37.716691),Unknown,59651_20190131,2019-01-31,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,90.0,90.0,9.0,1.0,7.0
101869,Project Juice - Valencia,790 VALENCIA ST,San Francisco,CA,94110,None,None,None,14155853869.0,101869_20190813,2019-08-13,87.0,New Ownership,Unknown,Unknown,Not Specified,,,,,
94269,Chanvi,1063 Market St,San Francisco,CA,94103,None,None,None,Unknown,94269_20190916,2019-09-16,87.0,Complaint,Unknown,Unknown,Not Specified,,,,,
28206,Westfield Food Court Scullery,845 Market St Scullery (LL),San Francisco,CA,94103,37.784679,-122.407061,POINT (-122.407061 37.784679),14155516776.0,28206_20170215,2017-02-15,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,32.0,32.0,5.0,10.0,34.0
73889,Khan Toke Thai House,5937 Geary Blvd,San Francisco,CA,94121,None,None,None,14155666654.0,73889_20190826,2019-08-26,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
5854,Gateway High/Kip Schools,1430 Scott St,San Francisco,CA,94115,37.783427,-122.437747,POINT (-122.437747 37.783427),14155743600.0,5854_20170120,2017-01-20,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,97.0,97.0,4.0,11.0,39.0
10030,Marshall Elementary School,1575 15th St,San Francisco,CA,94103,37.766864,-122.419014,POINT (-122.419014 37.766864),14155246280.0,10030_20181016,2018-10-16,100.0,Routine - Unscheduled,Unknown,Unknown,Not Specified,53.0,53.0,3.0,2.0,20.0
95401,Blue Fog Market,2567 Gough St,San Francisco,CA,94123,None,None,None,Unknown,95401_20180607,2018-06-07,89.0,Routine - Unscheduled,95401_20180607_103103,High risk food holding temperature,High Risk,,,,,
94710,People'S Bistro,1419 Haight  St,San Francisco,CA,94117,None,None,None,Unknown,94710_20190617,2019-06-17,70.0,Routine - Unscheduled,94710_20190617_103154,Unclean or degraded floors walls or ceilings,Low Risk,,,,,
90514,Le Marais Bakery Castro,498 Sanchez St,San Francisco,CA,94114,None,None,None,Unknown,90514_20170614,2017-06-14,87.0,New Construction,Unknown,Unknown,Not Specified,,,,,
59826,Jannah,1775 FULTON St,San Francisco,CA,94117,37.775813,-122.446047,POINT (-122.446047 37.775813),Unknown,59826_20180622,2018-06-22,87.0,Non-inspection site visit,Unknown,Unknown,Not Specified,24.0,24.0,7.0,11.0,18.0
99224,"Kiss My Seoul, Llc",1080 HOWARD ST,San Francisco,CA,94103,None,None,None,14156828999.0,99224_20190125,2019-01-25,87.0,New Ownership,99224_20190125_103154,Unclean or degraded floors walls or ceilings,Low Risk,,,,,
19170,Vino Rosso,629 Cortland Ave,San Francisco,CA,94110,37.739041,-122.415636,POINT (-122.415636 37.739041),14155641278.0,19170_20180314,2018-03-14,100.0,Routine - Unscheduled,Unknown,Unknown,Not Specified,83.0,83.0,9.0,2.0,2.0
59727,Luigi'S Pizzeria,Pier 39  Space 211-212,San Francisco,CA,94133,37.80824,-122.410189,POINT (-122.410189 37.80824),Unknown,59727_20180123,2018-01-23,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,99.0,99.0,6.0,3.0,23.0
72046,Palmer'S,2298 Fillmore St,San Francisco,CA,94115,None,None,None,Unknown,72046_20190530,2019-05-30,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
1542,I Luv Teriyaki And Sushi,270 Potrero Ave,San Francisco,CA,94103,37.766293,-122.407671,POINT (-122.407671 37.766293),14155432005.0,1542_20170717,2017-07-17,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,53.0,53.0,3.0,9.0,20.0
84892,Denny'S Restaurant,816 Mission St,San Francisco,CA,94103,None,None,None,Unknown,84892_20180523,2018-05-23,87.0,Non-inspection site visit,Unknown,Unknown,Not Specified,,,,,
1664,Panda Express,865 MARKET St C24,San Francisco,CA,94103,37.784317,-122.407563,POINT (-122.407563 37.784317),14155249775.0,1664_20170304,2017-03-04,87.0,Complaint,Unknown,Unknown,Not Specified,32.0,32.0,5.0,10.0,34.0
2849,Kells,530 Jackson St,San Francisco,CA,94133,37.796378,-122.404024,POINT (-122.404024 37.796378),Unknown,2849_20190506,2019-05-06,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,106.0,106.0,6.0,3.0,6.0
95754,Fools Errand,639 Divisadero St A,San Francisco,CA,94117,None,None,None,Unknown,95754_20190327,2019-03-27,84.0,Routine - Unscheduled,95754_20190327_103131,Moderate risk vermin infestation,Moderate Risk,,,,,
101104,Big Nate Bbq South 200,1 Warriors Way  Level 300 South,San Francisco,CA,94158,None,None,None,Unknown,101104_20190807,2019-08-07,87.0,New Ownership,Unknown,Unknown,Not Specified,,,,,
90093,"Berber Group, Llc",1516 Broadway St,San Francisco,CA,94109,None,None,None,14155601006.0,90093_20170119,2017-01-19,87.0,New Ownership,Unknown,Unknown,Not Specified,,,,,
5006,La Mejor Bakery,3329 24th St,San Francisco,CA,94110,37.752156,-122.41916,POINT (-122.41916 37.752156),14155720251.0,5006_20180302,2018-03-02,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,53.0,53.0,3.0,2.0,20.0
100219,Naya Cafe,5338 geary BLVD,San Francisco,CA,94121,None,None,None,14155995527.0,100219_20190618,2019-06-18,91.0,Routine - Unscheduled,100219_20190618_103103,High risk food holding temperature,High Risk,,,,,
93073,Kaisen Don,1939 Ocean Ave,San Francisco,CA,94127,None,None,None,Unknown,93073_20171016,2017-10-16,87.0,New Construction,Unknown,Unknown,Not Specified,,,,,
94605,U Dessert Story,3489 16th St,San Francisco,CA,94114,None,None,None,Unknown,94605_20190205,2019-02-05,92.0,Routine - Unscheduled,94605_20190205_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,
100716,Al'S Deli,598 GUERRERO ST,San Francisco,CA,94110,None,None,None,Unknown,100716_20190528,2019-05-28,87.0,New Construction,Unknown,Unknown,Not Specified,,,,,
70797,Cafe Du Soleil,345 03rd St,San Francisco,CA,94107,None,None,None,Unknown,70797_20180503,2018-05-03,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
94971,94971 Gilroy Garlic Stand,24 Willie Mays Pl View Lvl Sect 331,San Francisco,CA,Unknown,None,None,None,Unknown,94971_20180316,2018-03-16,87.0,New Ownership,Unknown,Unknown,Not Specified,,,,,
4449,Universal Bakery Inc.,3458 MISSION St,San Francisco,CA,94110,37.741317,-122.422687,POINT (-122.422687 37.741317),Unknown,4449_20190913,2019-09-13,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,83.0,83.0,9.0,2.0,2.0
99740,Plain Jane,1000 Guerrero St,San Francisco,CA,94110,None,None,None,14155208532.0,99740_20190318,2019-03-18,87.0,New Ownership - Followup,Unknown,Unknown,Not Specified,,,,,
93536,Nook,1500 Hyde St,San Francisco,CA,94109,None,None,None,14155978012.0,93536_20171208,2017-12-08,87.0,New Ownership,Unknown,Unknown,Not Specified,,,,,
82416,Pupuseria Metapan,4769 Mission St,San Francisco,CA,94112,None,None,None,Unknown,82416_20180510,2018-05-10,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
60354,Taqueria Castillo B,10 Mason St,San Francisco,CA,94102,37.783527,-122.409061,POINT (-122.409061 37.783527),Unknown,60354_20161128,2016-11-28,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,19.0,19.0,5.0,10.0,36.0
665,Brazen Head Restaurant,3166 Buchanan St,San Francisco,CA,94123,37.799218,-122.432517,POINT (-122.432517 37.799218),Unknown,665_20171207,2017-12-07,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,15.0,15.0,4.0,6.0,13.0
3522,Bow Hon Restaurant,850 Grant Ave,San Francisco,CA,94108,37.794958,-122.406367,POINT (-122.406367 37.794958),Unknown,3522_20190109,2019-01-09,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,104.0,104.0,6.0,3.0,6.0
92201,San Francisco Proper Hotel,1100 Market St 1st Floor,San Francisco,CA,94102,None,None,None,Unknown,92201_20170630,2017-06-30,87.0,New Construction,Unknown,Unknown,Not Specified,,,,,
96532,The Clift Royal Sonesta Hotel,495 GEARY ST,San Francisco,CA,94102,None,None,None,Unknown,96532_20190411,2019-04-11,92.0,Routine - Unscheduled,96532_20190411_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,
91078,"Bluestar Refreshment Services @ Uber Technologies, Inc","555 Market St, Floors 15, 16, 17",San Francisco,CA,94105,None,None,None,Unknown,91078_20171220,2017-12-20,100.0,Routine - Unscheduled,Unknown,Unknown,Not Specified,,,,,
97503,Moscone South Main Kitchen,747 Howard St,San Francisco,CA,94103,None,None,None,Unknown,97503_20190610,2019-06-10,92.0,Routine - Unscheduled,97503_20190610_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,
99058,Thai Nghiep Ky Mi Gia Restaurant,1427 NORIEGA ST,San Francisco,CA,94122,None,None,None,14155688528.0,99058_20190118,2019-01-18,87.0,New Ownership,99058_20190118_103102,Unclean hands or improper use of gloves,High Risk,,,,,
96202,Soma Eats 2,121 Spear St,San Francisco,CA,94105,None,None,None,Unknown,96202_20180822,2018-08-22,87.0,New Construction,Unknown,Unknown,Not Specified,,,,,
70064,Gracias Madre,2211 Mission St,San Francisco,CA,94103,None,None,None,14155654366.0,70064_20180720,2018-07-20,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
79528,Tuyet Mai,547 Hyde St,San Francisco,CA,94109,None,None,None,14155749684.0,79528_20190927,2019-09-27,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
3019,Tad'S,120 Powell St,San Francisco,CA,94102,37.785928,-122.407887,POINT (-122.407887 37.785928),Unknown,3019_20190709,2019-07-09,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,19.0,19.0,6.0,3.0,8.0
5787,Lawton Elementary School,1570 31st Ave,San Francisco,CA,94122,37.758013,-122.489596,POINT (-122.489596 37.758013),Unknown,5787_20170223,2017-02-23,100.0,Routine - Unscheduled,Unknown,Unknown,Not Specified,39.0,39.0,10.0,7.0,35.0
92338,Museum Of Ice Cream,1 Grant Ave,San Francisco,CA,94108,None,None,None,Unknown,92338_20170823,2017-08-23,87.0,New Construction,Unknown,Unknown,Not Specified,,,,,
69194,Grandma'S Deli & Cafe,1551 Mission St,San Francisco,CA,94103,None,None,None,Unknown,69194_20190513,2019-05-13,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
96202,Soma Eats 2,121 Spear St,San Francisco,CA,94105,None,None,None,Unknown,96202_20190408,2019-04-08,85.0,Routine - Unscheduled,96202_20190408_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,,,,,
65396,Carmelina'S Cafe,1855 Folsom St,San Francisco,CA,94103,37.767664,-122.415456,POINT (-122.415456 37.767664),Unknown,65396_20170127,2017-01-27,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,53.0,53.0,3.0,2.0,20.0
64835,Jane,2123 Fillmore St,San Francisco,CA,94115,37.789404,-122.433954,POINT (-122.433954 37.789404),Unknown,64835_20161205,2016-12-05,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,102.0,102.0,4.0,6.0,30.0
1000,Heung Yuen Restaurant,3279 22nd St,San Francisco,CA,94110,37.755282,-122.420493,POINT (-122.420493 37.755282),Unknown,1000_20180608,2018-06-08,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,53.0,53.0,3.0,2.0,20.0
27821,Duboce Park Cafe,2 Sanchez St,San Francisco,CA,94114,37.769305,-122.431407,POINT (-122.431407 37.769305),Unknown,27821_20180720,2018-07-20,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,28.0,28.0,7.0,5.0,5.0
72176,Wolfes Lunch,1220 16th St,San Francisco,CA,94107,None,None,None,Unknown,72176_20170207,2017-02-07,66.0,Routine - Unscheduled,72176_20170207_103105,Improper cooling methods,High Risk,,,,,
74010,Miraloma Market,755 Portola Dr,San Francisco,CA,94127,None,None,None,14155682474.0,74010_20180720,2018-07-20,74.0,Routine - Unscheduled,74010_20180720_103105,Improper cooling methods,High Risk,,,,,
74453,Tacos Club,2312 Market St,San Francisco,CA,94114,None,None,None,Unknown,74453_20180606,2018-06-06,83.0,Routine - Unscheduled,74453_20180606_103103,High risk food holding temperature,High Risk,,,,,
75402,Champa Garden,613 Faxon Ave,San Francisco,CA,94112,None,None,None,14155344186.0,75402_20180724,2018-07-24,92.0,Routine - Unscheduled,75402_20180724_103161,Low risk vermin infestation,Low Risk,,,,,
76465,Firetrail Pizza,428 11th St,San Francisco,CA,94103,None,None,None,Unknown,76465_20170530,2017-05-30,94.0,Routine - Unscheduled,76465_20170530_103134,Other moderate risk violation,Moderate Risk,,,,,
76942,Dumpling Kitchen,1935 Taraval St,San Francisco,CA,94116,None,None,None,14155688938.0,76942_20170810,2017-08-10,71.0,Routine - Unscheduled,76942_20170810_103108,Contaminated or adulterated food,High Risk,,,,,
77457,City Smoke House Llc,35 06th St,San Francisco,CA,94103,None,None,None,Unknown,77457_20170517,2017-05-17,92.0,Routine - Unscheduled,77457_20170517_103139,Improper food storage,Low Risk,,,,,
77850,Blue Fin Sushi & Lounge,1814 Clement St,San Francisco,CA,94121,None,None,None,Unknown,77850_20171218,2017-12-18,87.0,Reinspection/Followup,77850_20171218_103109,Unclean or unsanitary food contact surfaces,High Risk,,,,,
78019,North India Restaurant,123 02nd St,San Francisco,CA,94105,None,None,None,Unknown,78019_20170721,2017-07-21,87.0,Routine - Unscheduled,78019_20170721_103105,Improper cooling methods,High Risk,,,,,
78207,Schroeder'S,240 Front St,San Francisco,CA,94111,None,None,None,Unknown,78207_20190827,2019-08-27,83.0,Routine - Unscheduled,78207_20190827_103103,High risk food holding temperature,High Risk,,,,,
78698,Pakwan Restaurant,3180 16th St,San Francisco,CA,94103,None,None,None,14155252440.0,78698_20180109,2018-01-09,87.0,Complaint,78698_20180109_103105,Improper cooling methods,High Risk,,,,,
78779,Pakwan Restaurant,501 O'Farrell St,San Francisco,CA,94102,None,None,None,Unknown,78779_20190227,2019-02-27,76.0,Routine - Unscheduled,78779_20190227_103133,Foods not protected from contamination,Moderate Risk,,,,,
79050,Restaurante Montecristo,3723 Mission St,San Francisco,CA,94110,None,None,None,Unknown,79050_20161019,2016-10-19,90.0,Routine - Unscheduled,79050_20161019_103142,Unclean nonfood contact surfaces,Low Risk,,,,,
79069,Lush Gelato,1817 Polk St,San Francisco,CA,94109,None,None,None,Unknown,79069_20170821,2017-08-21,92.0,Routine - Unscheduled,79069_20170821_103142,Unclean nonfood contact surfaces,Low Risk,,,,,
79334,Southside Spirit House,575 Howard St,San Francisco,CA,94105,None,None,None,Unknown,79334_20170321,2017-03-21,87.0,Routine - Unscheduled,79334_20170321_103139,Improper food storage,Low Risk,,,,,
80253,Raavi,533 Jackson St,San Francisco,CA,94133,None,None,None,Unknown,80253_20170110,2017-01-10,76.0,Routine - Unscheduled,80253_20170110_103139,Improper food storage,Low Risk,,,,,
3649,Safeway #1490,2300 16th St,San Francisco,CA,94103,37.765708,-122.409002,POINT (-122.409002 37.765708),14155571120.0,3649_20171206,2017-12-06,82.0,Routine - Unscheduled,3649_20171206_103131,Moderate risk vermin infestation,Moderate Risk,53.0,53.0,3.0,9.0,20.0
2929,Academy Of Arts University,1055 Pine St,San Francisco,CA,94109,37.790523,-122.413158,POINT (-122.413158 37.790523),Unknown,2929_20180604,2018-06-04,98.0,Routine - Unscheduled,2929_20180604_103142,Unclean nonfood contact surfaces,Low Risk,50.0,50.0,6.0,3.0,21.0
64843,Palmyra,700 HAIGHT St,San Francisco,CA,94117,37.771698,-122.433903,POINT (-122.433903 37.771698),Unknown,64843_20180522,2018-05-22,87.0,Reinspection/Followup,64843_20180522_103154,Unclean or degraded floors walls or ceilings,Low Risk,26.0,26.0,4.0,11.0,3.0
3025,Peking Restaurant,1375 NORIEGA St,San Francisco,CA,94122,37.754086,-122.47835,POINT (-122.47835 37.754086),Unknown,3025_20180314,2018-03-14,88.0,Routine - Unscheduled,3025_20180314_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,39.0,39.0,10.0,7.0,35.0
2334,La Paz Restaurant,1028 POTRERO Ave,San Francisco,CA,94110,37.755693,-122.40665,POINT (-122.40665 37.755693),Unknown,2334_20171128,2017-11-28,88.0,Routine - Unscheduled,2334_20171128_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,53.0,53.0,3.0,2.0,20.0
37350,Press Club,20 Yerba Buena Ln,San Francisco,CA,94103,37.785386,-122.403723,POINT (-122.403723 37.785386),Unknown,37350_20190412,2019-04-12,94.0,Routine - Unscheduled,37350_20190412_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,32.0,32.0,5.0,10.0,8.0
99,J & M A-1 Cafe Restaurant Llc,779 Clay St,San Francisco,CA,94108,37.794293,-122.405967,POINT (-122.405967 37.794293),Unknown,99_20180808,2018-08-08,84.0,Routine - Unscheduled,99_20180808_103148,No thermometers or uncalibrated thermometers,Low Risk,104.0,104.0,6.0,3.0,6.0
19076,Star India Restaurant,3721 GEARY Blvd,San Francisco,CA,94118,37.781153,-122.45936,POINT (-122.45936 37.781153),Unknown,19076_20181022,2018-10-22,85.0,Routine - Unscheduled,19076_20181022_103109,Unclean or unsanitary food contact surfaces,High Risk,5.0,5.0,8.0,4.0,11.0
247,Toy Boat Dessert Cafe,401 Clement St,San Francisco,CA,94118,37.782953,-122.46351,POINT (-122.46351 37.782953),Unknown,247_20161114,2016-11-14,86.0,Routine - Unscheduled,247_20161114_103131,Moderate risk vermin infestation,Moderate Risk,5.0,5.0,8.0,4.0,11.0
184,Radio Habana,1109 VALENCIA St,San Francisco,CA,94110,37.755124,-122.420916,POINT (-122.420916 37.755124),14155827659.0,184_20180213,2018-02-13,90.0,Routine - Unscheduled,184_20180213_103129,Insufficient hot water or running water,Moderate Risk,53.0,53.0,3.0,2.0,20.0
3594,Celias Restaurant,4019 JUDAH St,San Francisco,CA,94122,37.760423,-122.505209,POINT (-122.505209 37.760423),Unknown,3594_20180621,2018-06-21,90.0,Routine - Unscheduled,3594_20180621_103139,Improper food storage,Low Risk,39.0,39.0,10.0,7.0,35.0
