business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,neighborhoods,sf_find_neighborhoods,current_police_districts,current_supervisor_districts,analysis_neighborhoods
12970,La Cocina,2948 FOLSOM STREET,San Francisco,CA,94110,37.750134,-122.413935,POINT (-122.413935 37.750134),Unknown,12970_20180530,2018-05-30,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,53.0,53.0,3.0,2.0,20.0
99253,California Pacific Medical Center-Van Ness Campus,1101 VAN NESS AVE,San Francisco,CA,94109,None,None,None,14155603850.0,99253_20190329,2019-03-29,94.0,Routine - Unscheduled,99253_20190329_103129,Insufficient hot water or running water,Moderate Risk,,,,,
94981,94981 Portables 2 Mccovey'S Bbq,24 Willie Mays Pl Promenade Lvl Sect 110,San Francisco,CA,94107,None,None,None,Unknown,94981_20180316,2018-03-16,87.0,New Ownership - Followup,Unknown,Unknown,Not Specified,,,,,
76464,Roadside Rotisserie,Private & Public,San Francisco,CA,Unknown,None,None,None,14150461530.0,76464_20190513,2019-05-13,87.0,Structural Inspection,Unknown,Unknown,Not Specified,,,,,
2234,Kam Lok Restaurant,834 Washington St,San Francisco,CA,94108,37.795118,-122.407083,POINT (-122.407083 37.795118),Unknown,2234_20190827,2019-08-27,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,104.0,104.0,6.0,3.0,6.0
97519,Cup+Fork,3200 California St,San Francisco,CA,94118,None,None,None,Unknown,97519_20190506,2019-05-06,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
99474,Virgin Hotel San Francisco (Mezzanine Bar & Event Space),250 04TH ST,San Francisco,CA,94103,None,None,None,14150337752.0,99474_20190515,2019-05-15,98.0,Routine - Unscheduled,99474_20190515_103145,Improper storage of equipment utensils or linens,Low Risk,,,,,
87631,Truly Mediterranean,3109 16th St.,San Francisco,CA,94103,None,None,None,Unknown,87631_20180914,2018-09-14,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
3248,St. Anne'S Home,300 LAKE St,San Francisco,CA,94118,37.786797,-122.462552,POINT (-122.462552 37.786797),Unknown,3248_20170928,2017-09-28,87.0,New Construction,Unknown,Unknown,Not Specified,4.0,4.0,8.0,6.0,11.0
78699,El Sur Llc #2,Off The Grid,San Francisco,CA,Unknown,None,None,None,14155300428.0,78699_20170127,2017-01-27,87.0,Structural Inspection,Unknown,Unknown,Not Specified,,,,,
64660,Haight Street Market,1530 Haight St,San Francisco,CA,92672,37.769957,-122.447533,POINT (-122.447533 37.769957),14155250643.0,64660_20170303,2017-03-03,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,25.0,25.0,7.0,11.0,3.0
240,Miki Restaurant,3639 BALBOA St,San Francisco,CA,94121,37.775663,-122.497949,POINT (-122.497949 37.775663),Unknown,240_20170224,2017-02-24,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,8.0,8.0,8.0,4.0,29.0
97078,Frena,404 20th Ave,San Francisco,CA,94121,None,None,None,14158338533.0,97078_20190117,2019-01-17,87.0,New Ownership,Unknown,Unknown,Not Specified,,,,,
69403,Lolinda,2518 Mission St,San Francisco,CA,94110,37.756698,-122.418951,POINT (-122.418951 37.756698),Unknown,69403_20170929,2017-09-29,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,53.0,53.0,3.0,2.0,20.0
92352,Khamsa,1503 15th St.,San Francisco,CA,94103,None,None,None,Unknown,92352_20180613,2018-06-13,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
88721,Cholo Soy,2301 Mission St,San Francisco,CA,94110,None,None,None,14155414316.0,88721_20190214,2019-02-14,87.0,Non-inspection site visit,Unknown,Unknown,Not Specified,,,,,
86160,Hollow Cow,1875 Union St,San Francisco,CA,94123,None,None,None,Unknown,86160_20180103,2018-01-03,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
33527,Popeyes Chicken & Biscuits,1426 Fillmore St Space T,San Francisco,CA,94115,37.782817,-122.432577,POINT (-122.432577 37.782817),Unknown,33527_20190812,2019-08-12,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,97.0,97.0,4.0,11.0,39.0
2599,Hong Kong Restaurant,2728 SAN BRUNO Ave,San Francisco,CA,94134,37.727159,-122.403452,POINT (-122.403452 37.727159),14155461818.0,2599_20170110,2017-01-10,87.0,Complaint,Unknown,Unknown,Not Specified,91.0,91.0,2.0,2.0,25.0
98865,Boys Deli Inc,315 MONTGOMERY ST STE F,San Francisco,CA,94104,None,None,None,14155840715.0,98865_20190320,2019-03-20,88.0,Routine - Unscheduled,98865_20190320_103133,Foods not protected from contamination,Moderate Risk,,,,,
97283,Piccolo Pete,2155 Bayshore Blvd,San Francisco,CA,94134,None,None,None,14155793720.0,97283_20190604,2019-06-04,84.0,Routine - Unscheduled,97283_20190604_103129,Insufficient hot water or running water,Moderate Risk,,,,,
90800,Black Jet Baking Co.,833 Cortland Ave.,San Francisco,CA,94110,None,None,None,Unknown,90800_20190514,2019-05-14,100.0,Routine - Unscheduled,Unknown,Unknown,Not Specified,,,,,
1867,Escape From New York Pizza,333 Bush St #103,San Francisco,CA,94104,37.790844,-122.403168,POINT (-122.403168 37.790844),Unknown,1867_20180531,2018-05-31,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,19.0,19.0,6.0,3.0,8.0
62769,Loving Hut Vegan Cuisine,845 Market St FE12,San Francisco,CA,94103,37.784848,-122.406892,POINT (-122.406892 37.784848),Unknown,62769_20190206,2019-02-06,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,32.0,32.0,5.0,10.0,34.0
94701,Hotel San Francisco,653 Commercial St,San Francisco,CA,94111,None,None,None,Unknown,94701_20180426,2018-04-26,100.0,Routine - Unscheduled,Unknown,Unknown,Not Specified,,,,,
5959,St. John'S Snack Bar,925 CHENERY St,San Francisco,CA,94131,37.735264,-122.437679,POINT (-122.437679 37.735264),14155586144.0,5959_20190916,2019-09-16,100.0,Routine - Unscheduled,Unknown,Unknown,Not Specified,96.0,96.0,9.0,5.0,10.0
99012,Baiano Sunset,1330 09TH AVE,San Francisco,CA,94122,None,None,None,14158835332.0,99012_20190619,2019-06-19,87.0,New Ownership,Unknown,Unknown,Not Specified,,,,,
4434,Noe Valley Bakery & Bread Co.,4073 24th St,San Francisco,CA,94114,37.751314,-122.433409,POINT (-122.433409 37.751314),14155551405.0,4434_20171128,2017-11-28,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,84.0,84.0,3.0,5.0,22.0
95463,La Spot,3201 20th Ave,San Francisco,CA,94132,None,None,None,Unknown,95463_20190510,2019-05-10,98.0,Routine - Unscheduled,95463_20190510_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,,,,,
95853,Bon Appetit @ Airbnb,650 07th St,San Francisco,CA,94103,None,None,None,Unknown,95853_20180615,2018-06-15,94.0,Routine - Unscheduled,95853_20180615_103143,Inadequate warewashing facilities or equipment,Low Risk,,,,,
37658,Jack In The Box #556,366 Bayshore Blvd,San Francisco,CA,94124,37.741597,-122.406398,POINT (-122.406398 37.741597),Unknown,37658_20190107,2019-01-07,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,82.0,82.0,2.0,2.0,1.0
2737,Caffe' Roma,885 Bryant St,San Francisco,CA,94103,37.774677,-122.404222,POINT (-122.404222 37.774677),14155297662.0,2737_20180430,2018-04-30,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,32.0,32.0,1.0,10.0,34.0
85917,Saucy Asian,3801 17th St,San Francisco,CA,94110,None,None,None,14155481661.0,85917_20170929,2017-09-29,87.0,Complaint,Unknown,Unknown,Not Specified,,,,,
97521,Fusion Poki Inc.,2123 POLK St,San Francisco,CA,94109,None,None,None,Unknown,97521_20180829,2018-08-29,87.0,New Ownership,Unknown,Unknown,Not Specified,,,,,
39403,Frisco Fried,5176 03rd St,San Francisco,CA,94124,37.73089,-122.392227,POINT (-122.392227 37.73089),Unknown,39403_20180913,2018-09-13,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,87.0,87.0,2.0,9.0,1.0
70281,Shai Lai Seafood Restaurant,6253 GEARY Blvd,San Francisco,CA,94121,None,None,None,14155617349.0,70281_20190910,2019-09-10,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
3948,Mel'S Drive-In,833 MISSION St,San Francisco,CA,94103,37.78355,-122.405356,POINT (-122.405356 37.78355),14155220793.0,3948_20190326,2019-03-26,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,32.0,32.0,1.0,10.0,34.0
5872,Revere Elementary School,555 TOMPKINS Ave,San Francisco,CA,94110,None,None,None,14155695656.0,5872_20181011,2018-10-11,100.0,Routine - Unscheduled,Unknown,Unknown,Not Specified,,,,,
95657,Phillmore Creamery,1840 Fillmore St,San Francisco,CA,94115,None,None,None,Unknown,95657_20190805,2019-08-05,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
2837,Kitaro Japanese Restaurant,5723 GEARY Blvd,San Francisco,CA,94121,37.780193,-122.48088,POINT (-122.48088 37.780193),Unknown,2837_20190410,2019-04-10,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,8.0,8.0,8.0,4.0,29.0
79432,Dinosaurs,18 Boardman Pl,San Francisco,CA,94103,None,None,None,Unknown,79432_20180426,2018-04-26,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
61001,Quince Restaurant,470 Pacific Ave,San Francisco,CA,94133,37.797378,-122.403344,POINT (-122.403344 37.797378),Unknown,61001_20190408,2019-04-08,100.0,Routine - Unscheduled,Unknown,Unknown,Not Specified,106.0,106.0,6.0,3.0,23.0
98173,Mission Preparatory Inc,1050 YORK ST,San Francisco,CA,94110,None,None,None,14155509626.0,98173_20190219,2019-02-19,96.0,Routine - Unscheduled,98173_20190219_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,
486,Tommaso,1042 Kearny St,San Francisco,CA,94133,37.797398,-122.405322,POINT (-122.405322 37.797398),Unknown,486_20190411,2019-04-11,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,106.0,106.0,6.0,3.0,23.0
57630,The Dry Dock,2118 Greenwich St,San Francisco,CA,94123,37.799048,-122.435353,POINT (-122.435353 37.799048),Unknown,57630_20180502,2018-05-02,87.0,Complaint,Unknown,Unknown,Not Specified,15.0,15.0,4.0,6.0,13.0
61516,Gastronaut Llc,5919 03rd St,San Francisco,CA,94124,37.724496,-122.394539,POINT (-122.394539 37.724496),Unknown,61516_20170113,2017-01-13,87.0,Non-inspection site visit,Unknown,Unknown,Not Specified,88.0,88.0,2.0,9.0,1.0
85170,Panera Bread,301 King St,San Francisco,CA,94107,None,None,None,Unknown,85170_20180426,2018-04-26,100.0,Routine - Unscheduled,Unknown,Unknown,Not Specified,,,,,
97880,Eagle Club Indoor Golf,840 Folsom St,San Francisco,CA,94107,None,None,None,14155794145.0,97880_20190320,2019-03-20,87.0,New Ownership,Unknown,Unknown,Not Specified,,,,,
88018,Eurest-Ibm Warming Kitchen,505 Howard St,San Francisco,CA,94105,None,None,None,Unknown,88018_20170210,2017-02-10,87.0,New Construction,Unknown,Unknown,Not Specified,,,,,
82806,Gallery Cafe,1200 Mason St,San Francisco,CA,94108,None,None,None,14155969022.0,82806_20170410,2017-04-10,87.0,Complaint,Unknown,Unknown,Not Specified,,,,,
92906,Bar Sorelle,532 Columbus Ave,San Francisco,CA,94133,None,None,None,14155619890.0,92906_20180105,2018-01-05,87.0,Non-inspection site visit,Unknown,Unknown,Not Specified,,,,,
89982,Pakwan Restaurant,1140 Ocean Ave,San Francisco,CA,94112,None,None,None,14155841200.0,89982_20170215,2017-02-15,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
1341,Spike'S Coffees & Teas,4117 19th St,San Francisco,CA,94114,37.759253,-122.43503,POINT (-122.43503 37.759253),14155625573.0,1341_20170901,2017-09-01,100.0,Routine - Unscheduled,Unknown,Unknown,Not Specified,115.0,115.0,3.0,5.0,5.0
67895,Precita Park Cafe,500 PRECITA Ave,San Francisco,CA,94110,37.747114,-122.410459,POINT (-122.410459 37.747114),Unknown,67895_20180504,2018-05-04,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,60.0,60.0,9.0,2.0,2.0
96110,Ambrosia Inc,2605 Ocean Ave,San Francisco,CA,94132,None,None,None,Unknown,96110_20180614,2018-06-14,87.0,New Ownership,96110_20180614_103147,Inadequate ventilation or lighting,Low Risk,,,,,
93989,"Le Marais Bakery, Llc",1138 Sutter St,San Francisco,CA,94109,None,None,None,Unknown,93989_20190305,2019-03-05,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
64933,Magic Flute Restaurant,3673 SACRAMENTO St,San Francisco,CA,94118,37.787373,-122.453117,POINT (-122.453117 37.787373),Unknown,64933_20161205,2016-12-05,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,10.0,10.0,8.0,6.0,31.0
2356,Taqueria El Farolito,2779 MISSION St,San Francisco,CA,94110,37.752634,-122.418486,POINT (-122.418486 37.752634),14155823848.0,2356_20180912,2018-09-12,87.0,Complaint Reinspection/Followup,Unknown,Unknown,Not Specified,53.0,53.0,3.0,2.0,20.0
81187,Casa Mayah Restaurant,294 Turk St,San Francisco,CA,94102,None,None,None,14155933500.0,81187_20171219,2017-12-19,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
75350,Beyond The Border,428 11th St,San Francisco,CA,94103,None,None,None,14150899069.0,75350_20190325,2019-03-25,87.0,Structural Inspection,Unknown,Unknown,Not Specified,,,,,
90931,Salt & Straw,586 Hayes St,San Francisco,CA,94102,None,None,None,Unknown,90931_20180207,2018-02-07,100.0,Routine - Unscheduled,Unknown,Unknown,Not Specified,,,,,
17616,Sugar Lounge,377 Hayes St,San Francisco,CA,94102,37.776917,-122.422231,POINT (-122.422231 37.776917),Unknown,17616_20170309,2017-03-09,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,21.0,21.0,4.0,11.0,9.0
34749,Chatz Coffee,215 02nd St,San Francisco,CA,94105,37.786529,-122.397827,POINT (-122.397827 37.786529),14155420827.0,34749_20181023,2018-10-23,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,32.0,32.0,1.0,10.0,8.0
81836,Plaza Garibaldy,428 11th St,San Francisco,CA,Unknown,None,None,None,14150830355.0,81836_20170124,2017-01-24,87.0,Structural Inspection,Unknown,Unknown,Not Specified,,,,,
90257,Streamline,3560 Taraval St,San Francisco,CA,94116,None,None,None,14155507000.0,90257_20180921,2018-09-21,87.0,Complaint,Unknown,Unknown,Not Specified,,,,,
5968,Chinese Hospital,845 Jackson St,San Francisco,CA,94133,37.795663,-122.409173,POINT (-122.409173 37.795663),Unknown,5968_20190513,2019-05-13,100.0,Routine - Unscheduled,Unknown,Unknown,Not Specified,104.0,104.0,6.0,3.0,6.0
29610,Lee'S Sandwiches,625 Larkin St,San Francisco,CA,94109,37.783664,-122.417635,POINT (-122.417635 37.783664),Unknown,29610_20181011,2018-10-11,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,20.0,20.0,5.0,10.0,36.0
96577,Sushi Shoh,406 DEWEY BLVD,San Francisco,CA,94116,None,None,None,14155315528.0,96577_20180713,2018-07-13,92.0,Routine - Unscheduled,96577_20180713_103120,Moderate risk food holding temperature,Moderate Risk,,,,,
13814,Go Go Market & Deli,99 09th St,San Francisco,CA,94103,37.774722,-122.406761,POINT (-122.406761 37.774722),14155863536.0,13814_20190731,2019-07-31,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,32.0,32.0,1.0,10.0,34.0
100072,Subway Sandwiches #7307,2375 MARKET ST,San Francisco,CA,94114,None,None,None,14155981866.0,100072_20190402,2019-04-02,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
35565,Daldas Market,200 Eddy St,San Francisco,CA,94102,37.784148,-122.411224,POINT (-122.411224 37.784148),Unknown,35565_20170927,2017-09-27,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,20.0,20.0,5.0,10.0,36.0
93572,Twenty Five Lusk (Roof Extension),25 Lusk St,San Francisco,CA,94107,None,None,None,14155275937.0,93572_20180315,2018-03-15,87.0,New Construction,Unknown,Unknown,Not Specified,,,,,
72164,Modern Thai Inc.,1247 Polk St,San Francisco,CA,94109,None,None,None,Unknown,72164_20180223,2018-02-23,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
99376,Mashallah Halal Food Truck Ind,Off The Grid,San Francisco,CA,Unknown,None,None,None,Unknown,99376_20190223,2019-02-23,73.0,Routine - Unscheduled,99376_20190223_103105,Improper cooling methods,High Risk,,,,,
11034,Rita'S Catering Truck,100 Alemany Blvd,San Francisco,CA,94112,37.736917,-122.40892,POINT (-122.40892 37.736917),Unknown,11034_20170127,2017-01-27,87.0,Structural Inspection,Unknown,Unknown,Not Specified,83.0,83.0,9.0,2.0,2.0
91075,"Bluestar Refreshment Services @ Uber Technologies, Inc","555 Market St, Floors 6, 7, 8",San Francisco,CA,94105,None,None,None,Unknown,91075_20190208,2019-02-08,100.0,Routine - Unscheduled,Unknown,Unknown,Not Specified,,,,,
1203,Tawan'S Thai Food,4403 GEARY Blvd,San Francisco,CA,94118,37.780834,-122.46659,POINT (-122.46659 37.780834),14155755175.0,1203_20170905,2017-09-05,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,5.0,5.0,8.0,4.0,11.0
94910,Ike'S Kitchen,800 Van Ness Ave,San Francisco,CA,94109,None,None,None,Unknown,94910_20180824,2018-08-24,77.0,Routine - Unscheduled,94910_20180824_103139,Improper food storage,Low Risk,,,,,
75678,La Promenade Cafe,3643 Balboa St,San Francisco,CA,94121,None,None,None,14155226063.0,75678_20190520,2019-05-20,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
86990,Allstars Cafe Inc,1500 Market St,San Francisco,CA,94102,None,None,None,14155259888.0,86990_20170119,2017-01-19,87.0,Complaint Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
58781,Escape From New York Pizza,1737 Haight St,San Francisco,CA,94117,37.769423,-122.451227,POINT (-122.451227 37.769423),Unknown,58781_20190613,2019-06-13,100.0,Routine - Unscheduled,Unknown,Unknown,Not Specified,25.0,25.0,7.0,11.0,3.0
96583,Gino & Carlo Inc,548 GREEN ST,San Francisco,CA,94133,None,None,None,14155420896.0,96583_20190222,2019-02-22,87.0,New Ownership,Unknown,Unknown,Not Specified,,,,,
99223,Powder,260 DIVISADERO ST,San Francisco,CA,94117,None,None,None,14155379358.0,99223_20190215,2019-02-15,87.0,Non-inspection site visit,Unknown,Unknown,Not Specified,,,,,
68493,Cassava,3519 Balboa St,San Francisco,CA,94121,37.775705,-122.496453,POINT (-122.496453 37.775705),Unknown,68493_20190110,2019-01-10,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,8.0,8.0,8.0,4.0,29.0
90192,Ming Hui Dim Sum,2495 San Bruno Ave,San Francisco,CA,94134,None,None,None,Unknown,90192_20190507,2019-05-07,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
4746,Lee'S Deli,170 Spear St,San Francisco,CA,94105,37.791588,-122.39292,POINT (-122.39292 37.791588),Unknown,4746_20190715,2019-07-15,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,108.0,108.0,1.0,10.0,8.0
94843,Pine Tar Grill And Bar,917 Folsom St,San Francisco,CA,94901,None,None,None,Unknown,94843_20180719,2018-07-19,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
2854,Sanraku,101 04th St 1/F,San Francisco,CA,94103,37.784548,-122.40419,POINT (-122.40419 37.784548),Unknown,2854_20180522,2018-05-22,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,32.0,32.0,1.0,10.0,8.0
59777,Laureate,488 PRESIDIO Ave,San Francisco,CA,94115,37.787344,-122.446725,POINT (-122.446725 37.787344),Unknown,59777_20161013,2016-10-13,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,10.0,10.0,8.0,6.0,31.0
101087,Tacolicious & Republic East Club 200,1 Warriors Way Level 300 East,San Francisco,CA,94158,None,None,None,Unknown,101087_20190819,2019-08-19,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
99740,Plain Jane,1000 Guerrero St,San Francisco,CA,94110,None,None,None,14155208532.0,99740_20190425,2019-04-25,96.0,Routine - Unscheduled,99740_20190425_103133,Foods not protected from contamination,Moderate Risk,,,,,
69392,Wonderland Restaurant,500 Haight St,San Francisco,CA,94117,37.772097,-122.430804,POINT (-122.430804 37.772097),Unknown,69392_20170912,2017-09-12,87.0,Non-inspection site visit,Unknown,Unknown,Not Specified,26.0,26.0,4.0,11.0,9.0
84165,Cup A Joe Coffehaus,896 Sutter St,San Francisco,CA,94109,None,None,None,Unknown,84165_20171117,2017-11-17,87.0,Complaint,Unknown,Unknown,Not Specified,,,,,
78243,Javalencia Cafe,1594 Market St,San Francisco,CA,94102,None,None,None,Unknown,78243_20170117,2017-01-17,87.0,Non-inspection site visit,Unknown,Unknown,Not Specified,,,,,
79156,Paramo Coffee,4 Embarcadero Center,San Francisco,CA,94111,None,None,None,Unknown,79156_20190625,2019-06-25,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
95113,95113 3Rd Base Pantry,"24 Willie Mays Pl Ste Lvl 48, Rm 4.21.02",San Francisco,CA,94107,None,None,None,Unknown,95113_20180326,2018-03-26,92.0,Routine - Unscheduled,95113_20180326_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,
95205,95205 Popcorn Cart,"24 Willie Mays Pl View Lvl, Sect 324",San Francisco,CA,94107,None,None,None,Unknown,95205_20180316,2018-03-16,87.0,New Ownership,Unknown,Unknown,Not Specified,,,,,
92475,Salesforce.Com,"350 Mission St., 30th Floor",San Francisco,CA,94105,None,None,None,Unknown,92475_20170816,2017-08-16,87.0,New Ownership,Unknown,Unknown,Not Specified,,,,,
92441,"Music Hall, Llc Dba Great American Music Hall",859 O'Farrell St,San Francisco,CA,94109,None,None,None,14155880759.0,92441_20170727,2017-07-27,87.0,New Construction,Unknown,Unknown,Not Specified,,,,,
94640,94640 Say Hey Sausage/Carvery,24 Willie Mays Plaza  RM 2127,San Francisco,CA,94107,None,None,None,Unknown,94640_20180326,2018-03-26,100.0,Routine - Unscheduled,Unknown,Unknown,Not Specified,,,,,
97296,Great Mongolia,4828 GEARY Blvd,San Francisco,CA,94118,None,None,None,Unknown,97296_20190423,2019-04-23,94.0,Routine - Unscheduled,97296_20190423_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,,,,,
94649,94649 Doggie Diner/Garlic Fries/Tony'S Pizza,24 Willie Mays Pl Rm 1144,San Francisco,CA,94107,None,None,None,Unknown,94649_20190412,2019-04-12,92.0,Routine - Unscheduled,94649_20190412_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,,,,,
78172,Rhea'S Deli & Market,800 Valencia St,San Francisco,CA,94110,None,None,None,14155285255.0,78172_20180831,2018-08-31,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
68366,Flying Pig Bistro,433 South Van Ness Ave,San Francisco,CA,94103,37.766324,-122.417565,POINT (-122.417565 37.766324),Unknown,68366_20181011,2018-10-11,87.0,Complaint,Unknown,Unknown,Not Specified,53.0,53.0,3.0,2.0,20.0
86659,Cumaica Coffee Co. #1,2800 California St #102,San Francisco,CA,94115,None,None,None,Unknown,86659_20180206,2018-02-06,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
98329,Golden Gate Halal Food,979 Market,San Francisco,CA,94102,None,None,None,Unknown,98329_20181219,2018-12-19,87.0,New Ownership,Unknown,Unknown,Not Specified,,,,,
94351,Vbowls Llc,1200 Vermont St,San Francisco,CA,94110,None,None,None,14155995241.0,94351_20190510,2019-05-10,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
100096,The Little Chihuahua Mexican Restaurant,475 06TH ST K16,San Francisco,CA,94103,None,None,None,Unknown,100096_20190816,2019-08-16,87.0,Routine - Unscheduled,100096_20190816_103109,Unclean or unsanitary food contact surfaces,High Risk,,,,,
85927,Domino'S 8134,320 Bayshore Blvd,San Francisco,CA,94124,None,None,None,14155648400.0,85927_20180424,2018-04-24,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
88821,Caffe Macaroni,59 Columbus Ave,San Francisco,CA,94111,None,None,None,Unknown,88821_20170306,2017-03-06,87.0,Non-inspection site visit,Unknown,Unknown,Not Specified,,,,,
92444,Mixt Greens/Mixt,3130 Fillmore St,San Francisco,CA,94123,None,None,None,Unknown,92444_20170908,2017-09-08,87.0,New Construction,Unknown,Unknown,Not Specified,,,,,
89453,Burger King #4668,1690 Valencia St.,San Francisco,CA,94110,None,None,None,Unknown,89453_20171102,2017-11-02,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
5865,Taylor Elementary School,423 BURROWS St,San Francisco,CA,94134,None,None,None,14155331530.0,5865_20190204,2019-02-04,100.0,Routine - Unscheduled,Unknown,Unknown,Not Specified,,,,,
59638,Jr. Seafood Llc,310 Bayshore Blvd,San Francisco,CA,94124,37.74286,-122.405448,POINT (-122.405448 37.74286),Unknown,59638_20190128,2019-01-28,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,82.0,82.0,2.0,2.0,1.0
96256,The San Francisco Sports Grill,648 Bush St,San Francisco,CA,94108,None,None,None,Unknown,96256_20180612,2018-06-12,87.0,New Ownership,Unknown,Unknown,Not Specified,,,,,
66874,Peninsula Seafood Restaurant,641 Jackson St,San Francisco,CA,94133,37.79607,-122.405846,POINT (-122.405846 37.79607),Unknown,66874_20170330,2017-03-30,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,104.0,104.0,6.0,3.0,6.0
97829,Platform 248,248 09 St,San Francisco,CA,94103,None,None,None,Unknown,97829_20190311,2019-03-11,88.0,Routine - Unscheduled,97829_20190311_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,,,,,
89511,Peaches Patties,331 Cortland Ave.,San Francisco,CA,94110,None,None,None,14155842640.0,89511_20180223,2018-02-23,100.0,Routine - Unscheduled,Unknown,Unknown,Not Specified,,,,,
96936,Hardwood Bar & Smokery,680 08th St  Ste. #170,San Francisco,CA,94103,None,None,None,14155279880.0,96936_20190821,2019-08-21,90.0,Routine - Unscheduled,96936_20190821_103153,Inadequate dressing rooms or improper storage of personal items,Low Risk,,,,,
95902,Kurotaka Ramen,103 Horne Ave,San Francisco,CA,94124,None,None,None,Unknown,95902_20190228,2019-02-28,94.0,Routine - Unscheduled,95902_20190228_103145,Improper storage of equipment utensils or linens,Low Risk,,,,,
89580,Upper Cut,425 2nd St,San Francisco,CA,94107,None,None,None,14155499916.0,89580_20161024,2016-10-24,87.0,New Construction,Unknown,Unknown,Not Specified,,,,,
3374,Daily Grill,347 Geary St,San Francisco,CA,94102,37.787218,-122.408977,POINT (-122.408977 37.787218),Unknown,3374_20180412,2018-04-12,100.0,Routine - Unscheduled,Unknown,Unknown,Not Specified,19.0,19.0,6.0,3.0,36.0
3070,Flower Market Cafe,698 BRANNAN St,San Francisco,CA,94107,37.775664,-122.399999,POINT (-122.399999 37.775664),14155497162.0,3070_20180420,2018-04-20,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,32.0,32.0,1.0,10.0,34.0
92200,San Francisco Proper Hotel,1100 Market St Basement,San Francisco,CA,94102,None,None,None,Unknown,92200_20170630,2017-06-30,87.0,New Construction,Unknown,Unknown,Not Specified,,,,,
